,comment,sentiment,comment_len
4198,تمام مشکلاتی که گفتم رو از ذهن خودتون پاک کنید و با یک دستگاه اسمارت واقعی کار کنید و لذت ببرید,1,21
4199,امیدوارم استفاده کرده باشید بدرود,0,4
4200,بزرگنمایی ۱۶ برابر نیز کاملا برای ثبت سوژه های دوردست مناسب می باشد,1,13
4201,در ضمن وقتی عکس می گیرید اطلاعات دقیق جغرافیایی محل به همراه عکسی شما به صورت یک فایل Extif ثبت می شود که باز هم به نوبه ی خود کاملا می تواند کاربردی باشد,1,34
4202,در نهایت می توان نقطه ضعف اصلی این تبلت را در طراحی و ساخت آن دانست جائیکه از یک تبلت با این امکانات و قدرت انتظار بیشتری می رفت ولی توسط سامسونگ برآورده نشد,-1,34
4203,نوکیا در این مدل مانند دیگر محصولات خانواده Asha از سیستم عامل S۴۰ که ارتقا یافته سیستم عامل S۳۰ می باشد بهره برده است,0,25
4204,باطری بهتر از ٤ اساما نکته منفی همین زود خش برداشتنه که گوشی من بعد یه هفته هنوز بدون خشه در هر صورت چون من با گالاکسی اس ٣ و وان ایکس هم کار کردم هر دو این گوشی ها هم قابل احترام هستند و بسته به بودجه می تونید انتخاب کنید البته این گوشی ها از نظر خوش دستی به ایفون ٥ نمی رسند در کل این گوشی برای ایفون بازها می تونه دلگرم کننده باشه و مطمئن باشید با داشتنش بعد از یک هفته وابسته اش خواهید شد,1,89
4205,تاچ خوبی نداره,-1,3
4206,با سلام,0,2
4207,سلام تلویزیون های پلاسما عمر کمتری نسبت به led دارن و همین طور مقاومتشون در برابر ضربه کمتره در ضمن مصرف و گرما بیشتری هم دارن ولی اگه دنبال سایز بالا با قیمت پایین می گردین مورده نسبتا خوبیه ولی توصیه میکنم بودجتون رو بالا ببرین و led بخرین یا اگه پلاسما خریدین حتما خیلی مراقب ضربه خوردن و ریختن آب و,-1,62
4208,طراحی این گوشی بسیار زیبا و دوست داشتنیست,2,8
4209,به دلیل توانایی تولید چنین بزرگنمایی زیادی لرزش دست می تواند در عکس گرفته شده تاثیر زیادی داشته باشد و به راحتی مقدار کمی از آن باعث به طور کلی تار شدگی عکس شود,-1,33
4210,این فقط به نظر شخصی افراد بر میگرده که با چه سیستم عاملی حال میکنن,0,15
4211,البته با این مقدار بودجه ای که برای خرید این گوشی اختصاص می دهید امکانات ایده آلی دریافت خواهید کرد,1,19
4212,درکل گوشی خوبیه پیشنهاد میکنم از دست ندینش,1,8
4213,برتری اصلی این پنل نسبت به پنل های TN در کیفیت رنگ های عالی و زوایای دید بسیار بالای آن است,2,21
4214,مثلا دایرکت کال یا همون چیزی که گوش رو نزدیک گوشی میبرید با شماره طرف تماس میگیره,0,17
4215,به نظر می رسد که F۶۶۰ واقعا فیلم بردار خوبی باشد,1,12
4216,تبلت مذکور از تمام فرمت های کتاب الکترونیکی پشتیبانی می کند,0,11
4217,در کل اگه کسی یه پرینتر متوسط و بی دردسر برای مصرف خانگی میخواد می تونم بگم عالیه و تا سالها میتونه نیاز کاربر رو برطرف کنه,2,27
4218,به نظرم xbox خیلی خیلی بهتره,2,6
4219,اکنون سعی می کنیم که بررسی اجمالی بر روی این دوربین داشته باشیم و پس از آمدن آن به بازار نقد کاملی با تست کیفیت عکس های آن ارایه خواهیم داد,0,29
4220,هم از نظر ظاهری و هم از نظر سخت افزار,0,10
4221,با تشکر از سایت بسیار خوب دیجی کالا که اینقدر سریع وقایع تکنولوژی رو پوشش میده,1,16
4222,فقط یه خورده نمیتونه فیلمای اچ دی رو پخش کنه ۵ صداش عالیه هم با هندزفری هم بدون هندزفری داخل جعبه اش هندزفری نداره و,1,25
4223,در کل کیفیت نمایشگرها نسبت به رده ای که نوت بوک ها در آن قرار دارند بسیار عالیست,2,18
4224,با سیستم انحصاری خاص مخصوص خودش و یک استاندارد خاص,0,10
4225,در اطراف گوشی خبری از دکمه های صدا و شاتر دوربین و,0,12
4226,آیفون در زمان معرفی خودش یک نوآوری بود هم از لحاظ ارگونومی و هم از لحاظ سیستم عامل متفاوتش,1,19
4227,با یک اندازه با یک مشخصات سخت افزاری و البته مقدار زیادی پول بعد از آن هم کلی محدودیت,-1,19
4228,ضمنا اون دوستانی که میگن روی اسلات دوم سیم کارت رایتل و ایرانسل مشکل داره برن گارانتی اصلی بگیرن,0,19
4229,سرعت پرینت به نوعی فوق العاده می باشد به طوری که در تنظیمات استاندارد با رزولوشن ۶۰۰ این پرینتر توانایی چاپ ۱۸ صفحه ی A۴ در دقیقه را دارد,2,29
4230,حدود یک هفته ای میشه که این نت بوک رو از دیجی کالا تهیه کردم و ممنونم به دلیل بسته بندی بسیار عالی که نگرانی بزرگ من در خرید اینترنتی بود خدارو شکر که دیجی کالا تو این مورد سنگ تموم گذاشت,2,42
4231,من آدم سخت گیر و نکته سنجی در مورد خرید وسایل مورد نیازم هستم شاید دوربین این دستگاه در نور کم عملکرد خوبی نداشته باشه ولی در نور روز عالیه و این موضوع در برابر تمام خوبی هایش به هیچ وجه چیز مهمی نیست,1,44
4232,من زیاد نمی پسندم البته نظرم شخصیه و دیدگاه تخصصی نداره و اگر بخوام زمانی گوشی بخرم این گوشی اولویت سوم یا چهارم من خواهد بود چون خیلی از امکاناتش به درد من نمیخوره پس برای یه کاربر معمولی گوشی های اندرویدی با این قیمت هست که بسیار کار امد تره,-1,50
4233,نوع بی سیم این دسته بازی نیز فاصله ی ۹ متر را با باتری AAاز نوع NimH پشتیبانی می کند که این فاصله برای یک دسته بازی بی سیم فاصله ی مناسبی است,1,33
4234,من الان ۲ است کا دارمش و میشه با اون با کیفیت بسیار عالی ۱۲۵۰ برگ پرینت گرفت قاط قوت سریع و دقیق زیبا و شیک کیفیت عالی تعداد ۱۲۵۰برگ پرینتو همچنین ساخت کشور اصلی یعنی ویتنام است,2,39
4235,این اهمیت به شخصیت کاربران برای من خیلی اهمیت داره که میشود از مواد به کار گرفته شده در ساخت محصولاتش به جمع مهندسانی که روی این محصولات کار می کنند به سیستم عامل واقعا حیرت انگیزش و,1,38
4236,امکان تغییرات دستی تغییر بازشدگی دیافراگم سرعت شاتر و ایزوافزایش ایزو تا ۱۲۸۰۰ که در مدل پیشین ۳۲۰۰ بود,0,19
4237,این ها را می توانید در WalkMan کلید منو رو بزنید و از آن ها استفاده نمایید,0,17
4238,با این مشخصات اصلی و البته کمی قابلیت بیشتر دیزایر ایکس است که دوربین جلو هم نداره و دوبرابر این قیمت داره,0,22
4239,حسگر به کار رفته درون این دوربین از نوع CMOS و با ابعاد ۱ ۲٫۳ اینچی می باشد یعنی دقیقا همان ابعاد حسگر دوربین های کامپکت را دارد,0,28
4240,یکی از لوازم جانبی که می توانید برای این گوشی تهیه کنید MediaLink نام دارد,0,15
